id,weight_class,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_TOTAL_STR_att,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_avg_opp_HEAD_att,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_DISTANCE_att,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_win_by_KO/TKO,B_Height_cms,B_Weight_lbs,R_avg_opp_TOTAL_STR_att,R_avg_BODY_att,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_win_by_KO/TKO,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,gender,B_Reach_cms
0,1,4.471638793363569,3.6375861597263857,5.0689042022202315,4.871373226762748,4.310799125385514,4.007333185232471,2.9444389791664403,2.4423470353692043,4.07753744390572,4.22683374526818,3.2188758248682006,0.0,5.755615623296219,5.442417710521793,5.214935757608986,2.70805020110221,2.3978952727983707,1.9459101490553132,0.0,5.763622475012218,5.763622475012218,5.442417710521793,3.7612001156935624,0,0
1,3,4.5512418439625355,3.4258899942525267,4.686750172980514,4.740574822994295,3.907010463604602,4.230476736546681,2.1102132003465894,1.749199854809259,3.7954891891721947,4.37260741275739,3.056356895370426,0.6931471805599453,5.779446378577191,5.484796933490655,4.973279507552487,1.5040773967762742,2.1400661634962708,2.0794415416798357,0.0,5.771565725958661,5.771565725958661,5.5254529391317835,3.8501476017100584,0,0
2,7,3.3992036147625115,2.703940203956459,3.2494178170181645,3.806151020103118,3.3362312516018076,3.193392738815987,1.4484114347934418,1.2055950229175647,2.55361736380561,2.947415630330818,1.8955195837769336,1.3862943611198906,5.817944146267096,5.707110264748875,3.956878079371057,1.3189055088453079,0.9990835138246159,0.16512183514778445,2.3978952727983707,5.817944146267096,5.832937638879745,5.707110264748875,4.060443010546419,1,0
3,2,5.117993812416755,4.085976312551584,5.5053315359323625,5.161924741642482,4.189654742026425,4.973279507552487,2.803360380906535,2.4849066497880004,4.882801922586371,5.065754593317335,4.007333185232471,0.0,5.78726541179471,5.484796933490655,5.474369310328396,2.2512917986064953,3.6506582412937387,3.332204510175204,0.0,5.74754414409507,5.74754414409507,5.484796933490655,3.8918202981106265,1,0
4,3,4.718498871295094,3.9219733362813143,4.448516375942715,4.820281565605037,4.135166556742356,4.499809670330265,2.995732273553991,2.5649493574615367,4.182050142641207,4.060443010546419,3.2188758248682006,0.0,5.78726541179471,5.5254529391317835,4.624972813284271,3.6109179126442243,2.5649493574615367,2.4849066497880004,0.0,5.755615623296219,5.763622475012218,5.484796933490655,3.8501476017100584,1,0
5,6,4.5217885770490405,3.8607297110405954,4.363098624788363,4.532599493153256,3.8815637979434374,3.8501476017100584,3.367295829986474,3.1354942159291497,3.817712325956905,4.276666119016055,3.4011973816621555,0.6931471805599453,5.810362246718757,5.655991810819852,4.919381978611835,2.7820651629782294,2.6719911512865075,2.2088751945561946,0.6931471805599453,5.810362246718757,5.817944146267096,5.655991810819852,3.9318256327243257,1,0
6,7,3.905753392414551,3.31191069083539,4.490740895237055,4.929967391028801,4.690200435172667,3.7361804147319004,1.7382707842770688,1.7160476474923585,2.8586230595815842,3.011236460089956,1.7047480922384253,1.0986122886681098,5.8027224225111045,5.655991810819852,3.7011090542700895,2.436214137100507,1.2000589050047996,1.2000589050047996,1.0986122886681098,5.817944146267096,5.832937638879745,5.707110264748875,3.9512437185814275,1,0
7,6,3.4773865200197016,2.810907586541918,4.350277936359301,3.9219733362813143,3.522677279199865,2.924504764265623,2.0476928433652555,1.7272209480904839,3.58351893845611,3.001962823304627,2.1972245773362196,0.0,5.817944146267096,5.655991810819852,4.995521656286208,1.0116009116784799,2.6567569067146595,2.277267285009756,0.0,5.8027224225111045,5.817944146267096,5.655991810819852,3.7376696182833684,1,0
8,6,4.2626798770413155,3.389672895810201,4.588094063052534,4.535284058523925,3.828641396489095,3.979681653901961,2.277267285009756,1.8813716279177422,4.039206165596445,4.033133831177204,2.9575110607337933,0.0,5.825468992912801,5.655991810819852,4.591985504261184,2.25626661838173,2.2852481733407686,1.8718021769015913,0.0,5.810362246718757,5.84035091743822,5.655991810819852,3.7376696182833684,1,0
9,4,3.9512437185814275,2.976804263668472,4.338923394256375,4.141148628419903,3.405355391810819,3.56953269648137,2.277267285009756,1.7707060600302227,3.746558565700614,3.828641396489095,2.810907586541918,0.0,5.8027224225111045,5.602118820879701,3.8815637979434374,0.6931471805599453,0.9162907318741551,0.6931471805599453,0.6931471805599453,5.779446378577191,5.817944146267096,5.564520407322694,3.8066624897703196,1,0
10,5,4.143134726391533,3.624340932976365,4.42484663185681,4.7535901911063645,4.448516375942715,4.07753744390572,1.3862943611198906,0.6931471805599453,3.2386784521643803,2.9444389791664403,1.9459101490553132,0.0,5.817944146267096,5.602118820879701,4.060443010546419,1.3862943611198906,2.4849066497880004,2.0794415416798357,0.6931471805599453,5.810362246718757,5.810362246718757,5.602118820879701,3.9318256327243257,1,0
11,5,4.634728988229636,3.5409593240373143,5.181783550292085,4.927253685157205,4.174387269895637,4.491441420659749,2.0476928433652555,1.7047480922384253,4.502583597212991,4.375757021660286,3.1135153092103742,0.0,5.795023781753144,5.564520407322694,4.914491433543353,3.091042453358316,2.8183982582710754,2.4423470353692043,0.6931471805599453,5.810362246718757,5.825468992912801,5.602118820879701,3.871201010907891,1,0
12,8,4.52611597209356,3.8029696224102336,4.571658770509731,4.620658367079047,3.9759465155477054,4.395243426439039,1.9884803617512805,1.579421308429318,4.361820960515226,4.405653739568585,3.5929401794209106,1.6094379124341003,5.832937638879745,5.771441123130016,5.293304824724492,1.791759469228055,2.70805020110221,2.5649493574615367,0.0,5.84035091743822,5.8622666086363004,5.771441123130016,3.784189633918261,1,0
13,8,4.51085950651685,4.269697449699962,3.8815637979434374,5.043425116919247,4.908971640319756,3.9889840465642745,3.332204510175204,3.295836866004329,2.6741486494265287,3.1780538303479458,2.8903717578961645,0.0,5.817944146267096,5.771441123130016,4.276666119016055,0.6931471805599453,1.791759469228055,1.3862943611198906,0.0,5.8027224225111045,5.8622666086363004,5.771441123130016,3.784189633918261,1,0
14,7,4.2626798770413155,3.389672895810201,4.588094063052534,4.535284058523925,3.828641396489095,3.979681653901961,2.277267285009756,1.8813716279177422,4.039206165596445,4.033133831177204,2.9575110607337933,0.0,5.84035091743822,5.707110264748875,4.1588830833596715,2.5649493574615367,1.3862943611198906,1.0986122886681098,0.0,5.817944146267096,5.847709643462844,5.707110264748875,3.871201010907891,1,0
15,6,4.656486917600988,3.773793092136893,4.863560217489371,4.841260811451357,4.118115764753516,4.395557722083232,2.917559561140616,2.475586003874985,4.498789184589545,4.46942652673384,3.38465505879284,1.0986122886681098,5.84035091743822,5.655991810819852,5.04723902953825,2.214170032465104,2.4687034939648034,2.1812833005680123,0.6931471805599453,5.817944146267096,5.817944146267096,5.655991810819852,4.04305126783455,1,0
16,9,4.442651256490317,3.6635616461296463,4.927253685157205,4.505349850705881,3.784189633918261,4.356708826689592,1.7047480922384253,1.0986122886681098,4.412798293340635,4.204692619390966,3.1986731175506815,0.6931471805599453,5.832937638879745,5.707110264748875,3.349904087274605,1.7047480922384253,1.7047480922384253,0.6931471805599453,1.0986122886681098,5.84035091743822,5.89075984298635,5.942799375126701,3.9512437185814275,1,0
17,3,4.2626798770413155,3.389672895810201,4.588094063052534,4.535284058523925,3.828641396489095,3.979681653901961,2.277267285009756,1.8813716279177422,4.039206165596445,4.033133831177204,2.9575110607337933,0.0,5.8027224225111045,5.5254529391317835,4.591985504261184,2.25626661838173,2.2852481733407686,1.8718021769015913,0.0,5.763622475012218,5.817944146267096,5.5254529391317835,3.9512437185814275,0,0
18,1,4.532599493153256,3.7495040759303713,5.31566600488265,4.74493212836325,4.119037174812473,3.970291913552122,3.091042453358316,2.4849066497880004,4.1666652238017265,4.276666119016055,3.295836866004329,0.0,5.755615623296219,5.442417710521793,5.0106352940962555,3.8501476017100584,3.2188758248682006,2.4849066497880004,0.0,5.731203070232193,5.722931293494962,5.442417710521793,3.8066624897703196,0,0
19,7,4.290459441148391,3.349904087274605,5.167639042905921,4.394449154672439,3.56953269648137,3.9318256327243257,2.772588722239781,2.4849066497880004,4.297285406218791,4.127134385045092,3.044522437723423,0.0,5.84035091743822,5.707110264748875,4.204692619390966,2.1972245773362196,1.0986122886681098,0.6931471805599453,0.0,5.817944146267096,5.817944146267096,5.707110264748875,3.912023005428146,1,0
20,8,4.944929425206678,4.280294511071826,5.5828646480478605,5.1196531762281685,4.572816465975111,4.748458512052837,2.7041363017810736,2.4907489254122286,4.912022792624933,4.798176642882062,4.05592040673251,1.0986122886681098,5.832937638879745,5.707110264748875,4.673996376917944,3.798294240099803,2.3978952727983707,2.1832383353614797,0.6931471805599453,5.825468992912801,5.84035091743822,5.771441123130016,3.970291913552122,1,0
21,4,4.2626798770413155,3.389672895810201,4.588094063052534,4.535284058523925,3.828641396489095,3.979681653901961,2.277267285009756,1.8813716279177422,4.039206165596445,4.033133831177204,2.9575110607337933,0.0,5.810362246718757,5.564520407322694,4.684443366882599,1.6094379124341003,1.791759469228055,1.7047480922384253,0.0,5.779446378577191,5.795023781753144,5.564520407322694,4.04305126783455,1,0
22,7,4.259648027881503,3.324172373760197,4.695990877650386,4.466281275459703,3.75100513160593,3.7243703690074907,2.771124714853749,2.0190083515938655,4.160163524650972,4.128783926384051,3.0508399241267834,0.6931471805599453,5.84035091743822,5.707110264748875,5.218637116512127,1.9212378086094606,2.2986711936729094,2.154396018233305,1.0986122886681098,5.825468992912801,5.8622666086363004,5.707110264748875,3.9889840465642745,1,0
23,7,3.0594612746185863,2.341281294480514,3.6944433232973677,3.444459755393326,3.0022349805521977,2.784638934051357,1.2698241495826892,1.0838709889766287,2.79506878345477,2.645538704339689,1.5914269531138585,1.6094379124341003,5.825468992912801,5.707110264748875,4.395413196008068,2.4631881258333572,1.9644317566161291,1.7121778097693436,0.6931471805599453,5.825468992912801,5.832937638879745,5.707110264748875,3.8501476017100584,1,0
24,4,4.237723145067448,3.6041382256588457,3.926911617921897,4.391357962102766,3.855452653939752,3.960813169597578,2.4203681286504293,2.224623551524334,3.597312260588446,3.817712325956905,3.056356895370426,0.6931471805599453,5.817944146267096,5.602118820879701,4.085976312551584,2.1972245773362196,1.3862943611198906,1.252762968495368,0.0,5.8027224225111045,5.8027224225111045,5.564520407322694,3.9318256327243257,1,0
25,6,4.2626798770413155,3.389672895810201,4.588094063052534,4.535284058523925,3.828641396489095,3.979681653901961,2.277267285009756,1.8813716279177422,4.039206165596445,4.033133831177204,2.9575110607337933,0.0,5.810362246718757,5.655991810819852,4.801632821426377,2.7254756181436446,1.984497505774152,1.7372400334556939,1.0986122886681098,5.825468992912801,5.832937638879745,5.655991810819852,4.04305126783455,1,0
26,2,4.2626798770413155,3.389672895810201,4.588094063052534,4.535284058523925,3.828641396489095,3.979681653901961,2.277267285009756,1.8813716279177422,4.039206165596445,4.033133831177204,2.9575110607337933,0.0,5.795023781753144,5.484796933490655,4.394449154672439,2.4849066497880004,1.0986122886681098,0.6931471805599453,0.0,5.755615623296219,5.795023781753144,5.484796933490655,3.8066624897703196,1,0
27,6,4.517363037911166,3.5782969944749583,4.9855311385003445,4.565811963380819,3.6927780945295936,4.131911264021683,2.8368830729451786,2.104515179231952,4.76896174285203,4.43896801107402,3.4524646340439493,0.6931471805599453,5.810362246718757,5.655991810819852,5.3183497468607355,1.8765983491650844,3.5318600801822,3.241737494011463,0.6931471805599453,5.817944146267096,5.832937638879745,5.655991810819852,3.912023005428146,1,0
28,5,4.02535169073515,3.1135153092103742,4.894101477840304,4.110873864173311,3.2771447329921766,3.6888794541139363,2.6390573296152584,2.5649493574615367,4.471638793363569,3.784189633918261,2.6390573296152584,0.6931471805599453,5.810362246718757,5.602118820879701,4.388257184424518,1.6094379124341003,2.0794415416798357,1.8718021769015913,0.6931471805599453,5.810362246718757,5.825468992912801,5.602118820879701,3.8501476017100584,1,0
29,6,4.189654742026425,3.3843902633457743,4.52720864451838,4.48863636973214,3.8394523125933104,3.713572066704308,3.044522437723423,2.5649493574615367,2.917770732084279,3.4339872044851463,2.4849066497880004,0.0,5.8027224225111045,5.602118820879701,4.158394682861563,0.965080896043587,1.8861222306763399,1.6063080194251727,1.0986122886681098,5.825468992912801,5.84035091743822,5.655991810819852,3.8918202981106265,1,0
30,9,5.093750200806762,4.269697449699962,5.000584958242754,5.10594547390058,4.297285406218791,4.74493212836325,3.044522437723423,2.3978952727983707,4.945207488773801,4.990432586778736,4.07753744390572,0.0,5.84035091743822,5.902633333401366,3.371596911885865,1.2163953243244932,0.4855078157817008,0.4054651081081644,1.3862943611198906,5.84035091743822,5.8622666086363004,5.929589143389895,3.970291913552122,1,0
31,5,4.756817735597231,3.8367605209275992,4.715145039196663,4.825309228282002,3.995904489408848,4.590056548178043,2.7327428136925818,2.1546649629174235,4.553876891600541,4.634728988229636,3.6142905971228636,0.0,5.8027224225111045,5.602118820879701,4.537961436294641,2.9311937524164198,2.6741486494265287,2.2512917986064953,0.0,5.779446378577191,5.817944146267096,5.602118820879701,3.784189633918261,1,0
32,7,3.075226453582973,2.2237786000587696,4.148768935968995,3.2637334155492312,2.6115658297380446,2.931623347593863,0.7142845093926766,0.5730574094964642,2.8887156562053593,2.957561789836661,1.9795524130093147,1.6094379124341003,5.84035091743822,5.707110264748875,4.207774241089797,1.2809779253238662,2.031040019585538,1.6211729855285046,1.6094379124341003,5.832937638879745,5.84035091743822,5.655991810819852,3.9318256327243257,1,0
33,5,4.71961432037896,3.4400173735117376,4.783316371371566,4.764841314346728,3.5938817254916566,4.443386280411685,2.8295300986399194,1.9459101490553132,4.681552355906898,4.676909283143068,3.3187211598379167,0.0,5.810362246718757,5.602118820879701,5.436820194397177,3.139534891826568,2.9881395370449724,2.4065251588906085,1.6094379124341003,5.78726541179471,5.795023781753144,5.602118820879701,3.9889840465642745,1,0
34,3,4.2626798770413155,3.389672895810201,4.588094063052534,4.535284058523925,3.828641396489095,3.979681653901961,2.277267285009756,1.8813716279177422,4.039206165596445,4.033133831177204,2.9575110607337933,0.0,5.78726541179471,5.5254529391317835,4.592116607539029,2.473118694035958,2.5381511643068126,2.272447998573807,1.0986122886681098,5.779446378577191,5.795023781753144,5.5254529391317835,3.828641396489095,1,0
35,9,3.8567745311976673,2.8728581754034566,4.433046454170583,4.293878247897177,3.5553480614894135,3.7256934272366524,1.270462545594769,1.270462545594769,4.007333185232471,3.7120465133954705,2.643511679964639,1.3862943611198906,5.810362246718757,5.942799375126701,5.266860964091505,3.2771447329921766,2.748121914231761,2.643789419169313,2.0794415416798357,5.847709643462844,5.855014613970084,5.869296913133774,3.8918202981106265,1,0
36,4,4.8182634014487995,4.0118683403978626,4.7427558489406545,4.899703733388974,4.1588830833596715,4.42484663185681,3.044522437723423,2.6210388241125804,4.3208159036289855,4.627420794922911,3.7316994512968646,0.0,5.825468992912801,5.564520407322694,4.973279507552487,2.833213344056216,2.803360380906535,2.5649493574615367,0.6931471805599453,5.78726541179471,5.817944146267096,5.564520407322694,3.8066624897703196,1,0
37,6,4.143134726391533,3.56953269648137,5.270432163058501,4.1588830833596715,3.597312260588446,3.784189633918261,2.3978952727983707,1.9459101490553132,4.61015772749913,4.04305126783455,3.4657359027997265,0.0,5.817944146267096,5.655991810819852,4.050697400115906,2.760800766487739,1.6218604324326575,1.490091154801534,0.6931471805599453,5.817944146267096,5.847709643462844,5.655991810819852,3.912023005428146,1,0
38,3,4.2626798770413155,3.389672895810201,4.588094063052534,4.535284058523925,3.828641396489095,3.979681653901961,2.277267285009756,1.8813716279177422,4.039206165596445,4.033133831177204,2.9575110607337933,0.0,5.810362246718757,5.5254529391317835,4.591985504261184,2.25626661838173,2.2852481733407686,1.8718021769015913,0.0,5.74754414409507,5.74754414409507,5.484796933490655,3.8501476017100584,1,0
39,6,3.1273086313427103,2.607308631300678,3.518980417318539,3.530030253505124,3.105147059539858,2.9639835752394106,0.8383291904044432,0.8109302162163288,1.8813716279177422,2.2963154799804504,1.33828514193353,0.0,5.84035091743822,5.655991810819852,4.312041196246373,2.3181183346156002,1.338074385037331,1.0793438267801823,1.791759469228055,5.8027224225111045,5.817944146267096,5.655991810819852,4.04305126783455,1,0
